anon_id,gender,birth_year,native_language,language_used_at_home,language_used_at_home_now,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,createddate,modifieddate,course_history
br3,Male,1977,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays,,,0,other,,,0,other,2008-06-09 14:07:59,2008-06-09 14:12:02,384;385;386;387;388
en3,Female,1980,Spanish,Spanish,Spanish;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-07-24 15:35:49,2008-07-24 15:39:03,325;326;333;334;337;366;367;430;431;434
gn0,Female,1978,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs),Japanese,less than 1 year,0,Studied by myself,,,0,other,2008-09-19 11:02:40,2008-09-26 11:04:59,431;440;442;443;444;501;502
dn8,Female,1978,Thai,Thai,Thai,English,more than 5 years,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,Chinese,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Chinese;Studied pronunciation;Teacher corrected my mistakes,,,0,other,2008-09-19 11:02:45,2010-02-15 11:10:56,420;424;441;442;443;500;502;503;504;505;590;591;592;593;594;643
fz8,Female,1984,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud,Chinese,more than 5 years,0,Studied grammar;Studied vocabulary,Japanese,less than 1 year,0,Studied by myself,2008-09-19 11:02:47,2008-09-26 11:07:02,430;434;441;442;443
ag0,Female,1983,Spanish,Spanish,Spanish,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,French,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2008-09-19 11:03:45,2008-09-26 11:06:43,441;442;499
ef1,Male,1981,Korean,Korean,Korean,English,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation,,,0,other,,,0,other,2008-09-23 11:05:29,2008-09-23 11:08:01,420;431;432;433;434
fd6,Female,1986,Korean,Korean,Korean,English,more than 5 years,0,I lived in a country where they spoke English,Japanese,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,,,0,other,2008-09-23 11:06:13,2009-02-10 14:38:19,429;430;431;432;433;500;501;502;503;504
ex7,Male,1987,Portuguese,Portuguese,Portuguese,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2008-09-23 11:07:18,2008-09-30 11:05:26,429;430;431;432;433
gu7,Female,1977,Thai,Thai,Thai;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-09-23 11:07:25,2008-09-23 11:10:55,429;430;431;432;433;495;496;499;506;507
bw6,Male,1984,Arabic,Arabic;English,English;Arabic,English,less than 1 year,0,Studied by myself;I learned from my friend who is a native speaker,,,0,other,,,0,other,2008-09-23 11:08:10,2009-02-17 15:05:49,430;432;433;434;441;500;501;504;506;507;541;542
dw7,Female,1976,Japanese,Japanese,Japanese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2008-09-23 11:08:56,2008-09-30 11:06:46,432;433;434;490;524;642;647
ao0,Female,1980,Japanese,Japanese,Japanese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Chinese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2008-09-23 11:08:58,2008-09-30 11:06:30,430;431;432;433;434
cd3,Male,1984,Korean,Korean,Korean;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,Japanese,less than 1 year,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese,,,0,other,2008-09-23 11:09:02,2008-09-30 11:07:09,430;431;432;433;434
ac7,Male,1975,Japanese,Japanese,Japanese;Chinese;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes,Cantonese,none,0,I learned from my friend who is a native speaker;I lived in a country where they spoke Cantonese,,,0,other,2008-09-23 11:09:14,2009-02-10 14:38:17,423;430;431;432;434;500;501;502;503;504
ea2,Female,1976,Other,Urdu,Urdu,,,,,,,,,,,,,2008-09-23 11:09:43,2008-09-23 11:11:05,432;433;440;441;444
dv7,Female,1973,Arabic,Arabic,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2008-09-23 11:10:44,2008-09-30 11:07:39,430;431;432;433;434
et6,Female,1986,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud,French,1-2 years,1,Studied grammar;Studied vocabulary,Chinese,less than 1 year,1,Studied grammar;Studied vocabulary,2008-09-25 11:05:33,2008-09-25 11:08:47,440;441;444;453;454
ba1,Male,1980,Arabic,Arabic;English,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2008-09-25 11:05:34,2008-09-25 11:08:26,374;375;376;377;378;440;441;444;453;454
bm9,Female,1982,Chinese,Chinese;Taiwanese,Chinese;Taiwanese,Taiwanese,none,0,I lived in a country where they spoke Taiwanese,,,0,other,,,0,other,2008-09-25 11:05:37,2008-10-02 11:24:05,445;446;449;453;454
as7,Female,1987,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,German,3-5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud,,,0,other,2008-09-26 10:05:09,2008-09-26 10:08:39,425;426;429;447;448
ci7,Male,1982,Arabic,Arabic;French,Arabic;French,French,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2008-09-26 10:08:13,2008-09-26 10:11:48,424;425;426;427;428
cy6,Female,1979,Spanish,Spanish,Spanish,,none,0,other,,,0,other,,,0,other,2008-09-26 10:08:34,2009-02-17 15:08:54,415;419;426;427;479;490;506
bp6,Female,1977,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Wrote paragrphs/essays,German,1-2 years,1,Studied grammar;Studied vocabulary,,,0,other,2008-09-26 10:10:00,2008-09-26 10:13:42,447
be1,Female,1985,Thai,Thai,English;Thai,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,less than 1 year,1,Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes,Kmer,less than 1 year,0,I learned from my friend who is a native speaker;I lived in a country where they spoke Kmer,2008-09-29 10:03:23,2008-09-29 10:09:00,427;428;435;436;439;495;496;497;498;499
ax9,Female,1980,Russian,Russian;English,English;Russian,English,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-09-29 10:03:25,2009-10-16 14:05:46,415;416;419;427;428;480;481;483;484;502;526;532;538;539;540;590;591;592;593;594;599;646;647;692;693;694;695;701;754;755
ai1,Female,1976,Arabic,Arabic;English,Arabic;English,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2008-09-29 10:03:26,2009-02-17 15:03:39,415;419;426;427;428;480;494;501;506;507;585;586;589
gs6,Female,1979,Spanish,Spanish,Spanish;English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,none,0,other,,,0,other,2008-09-29 10:03:28,2009-02-10 15:06:12,425;427;428;436;439;495;496;497;499;507
ap5,Female,1990,Chinese,Chinese,Chinese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-09-29 10:03:29,2008-10-31 12:09:23,415;426;427;428;452
bf9,Female,1989,Chinese,Chinese,Chinese,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,Korean,less than 1 year,0,Studied by myself,,,0,other,2008-09-29 10:03:30,2009-02-17 15:04:37,424;425;426;427;428;485;486;488;489;506;581
cx1,Male,1977,Japanese,Japanese,Japanese,English,more than 5 years,0,other,,,0,other,,,0,other,2008-09-29 10:03:46,2008-09-29 10:09:43,427;428;502
db3,Male,1969,Arabic,Arabic,Arabic,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-09-29 10:46:56,2008-09-29 10:50:21,427;428;445;446;449
di2,Male,1982,Arabic,Arabic;English,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-09-29 11:03:03,2009-02-17 15:06:02,414;422;423;430;431;479;500;501;506;507
dl8,Male,1989,Chinese,Chinese,Chinese,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-09-29 11:03:12,2009-02-13 14:12:52,410;414;421;422;423;490;492;493;494;505
bl5,Male,1980,Arabic,Arabic;English,Arabic;English,,,,,,,,,,,,,2008-09-29 11:03:20,2008-09-29 11:06:02,422;430;433;434;441
ag8,Female,1975,Japanese,Japanese,Japanese,,,,,,,,,,,,,2008-09-29 11:03:40,2008-09-29 11:05:23,422;423;424
gt0,Male,1983,Chinese,Chinese;Taiwanese,Chinese;Taiwanese,English,more than 5 years,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,,,0,other,,,0,other,2008-09-29 11:03:43,2009-02-10 15:07:33,421;422;423;440;444;497;498;505
bn5,Male,1968,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-09-29 11:04:07,2009-02-10 15:07:09,410;414;421;422;423;475;479;496;497;498
fw1,Female,1943,Japanese,Japanese;English,Japanese;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,3-5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2008-09-30 11:00:23,2009-06-08 11:29:36,223;256;292;317;333;344;379;432;433;500;501;504;535;536;640
au9,Female,1978,Japanese,Japanese,Japanese;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,German,1-2 years,1,Studied grammar;Studied vocabulary;Studied pronunciation,,,0,other,2008-10-17 12:05:41,2008-10-17 12:13:38,416;419
fn8,Male,1977,Chinese,Chinese,Chinese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-17 12:05:43,2009-02-12 15:06:55,415;416;417;418;419;475;476;477;478;479
dv1,Male,1981,Arabic,Arabic,English,English,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-17 12:05:59,2009-02-13 14:10:10,415;416;417;418;419;489;490;491;492;493;533;534;537;580;581;589
do3,Male,1988,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-17 12:06:05,2008-10-17 12:11:06,415;419;426;427;428;480;484;501;502;503
dn2,Male,1988,Arabic,Arabic;English,Arabic,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-17 12:06:07,2008-10-17 12:11:07,415;419;426;427;428;485;489;496;498;506
fr1,Female,1985,Turkish,Turkish;English,Turkish,English,1-2 years,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,,,0,other,,,0,other,2008-10-17 12:09:10,2008-10-17 12:15:12,416;419;489;491
ex9,Male,1972,Arabic,Arabic;English,Arabic,English,less than 1 year,0,Studied by myself,,,0,other,,,0,other,2008-10-31 12:08:38,2009-02-12 15:07:15,410;421;450;451;452;475;477;478;479;496
dw0,Male,1984,Arabic,Arabic;English,English;Arabic,Arabic,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in Arabic;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2008-10-31 12:08:38,2009-06-04 12:21:28,323;324;325;326;416;417;418;425;429;463;484;485;486;487;524;526;527;538;540
el0,Male,1977,Arabic,Arabic,Arabic;English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-31 12:08:38,2008-10-31 12:13:18,410;421;450;451;452
ay3,Female,1978,Japanese,Japanese,Japanese,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-31 12:08:39,2010-02-18 10:04:36,415;416;450;451;452;462;463;485;486;489;520;521;522;533;534;594;632;633;634;635;636
bz2,Female,1989,Chinese,Chinese;Taiwanese,English,English,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-31 12:08:40,2009-06-08 11:27:27,415;426;450;451;452;480;482;483;484;505;534;535;536;537
aj7,Male,1976,Spanish,Spanish,Spanish,English,less than 1 year,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,0,other,,,0,other,2008-10-31 12:08:40,2008-10-31 12:14:51,415;416;450;451;452
bc0,Female,1974,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,3-5 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud,,,0,other,2008-10-31 12:08:40,2009-02-12 14:11:19,411;417;418;452;481;482;494
ed3,Male,1966,Arabic,Arabic,English;Arabic,French,less than 1 year,1,Studied grammar;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2008-10-31 12:08:41,2008-10-31 12:14:54,415;426;450;451;452;487;488;489;490;505;533;534;537
af3,Female,1977,Arabic,Arabic,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2008-10-31 12:09:08,2009-06-08 12:07:22,415;416;450;451;452;490;491;492;493;494;533;534;537;543;544
gz0,Female,1988,Korean,Korean,Korean,,,,,,,,,,,,,2008-10-31 12:09:09,2008-10-31 12:11:39,410;411;450;451;452
fx8,Male,1982,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,0,other,,,0,other,2008-11-17 12:24:01,2008-11-17 12:27:09,410;419;421;422;423;480;484;501;502;503
ce3,Female,1980,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,French,1-2 years,0,Studied by myself,,,0,other,2009-02-10 14:37:23,2009-11-19 12:06:52,476;479;502;503;537;538;539;580;581;584
dk9,Female,1987,Chinese,Chinese,Chinese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-10 14:37:31,2009-02-10 14:40:18,435;436;437;438;439;495;501;502;503;504;543
gd7,Male,1984,Arabic,Arabic,Arabic,English,less than 1 year,0,other,,,0,other,,,0,other,2009-02-10 14:37:47,2009-02-10 14:39:43,426;434;445;447;448;500;501;502;503;504;581
cm1,Female,1989,Other,Slovak,Slovak,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2009-02-10 15:04:28,2009-02-10 15:08:40,497;498
em7,Male,1981,Turkish,Turkish,Turkish,English,less than 1 year,0,Studied by myself,,,0,other,,,0,other,2009-02-10 15:04:43,2009-10-08 15:13:51,435;436;437;438;439;489;490;497;498;505;574;585;586;587;588
fl0,Male,1977,Korean,Korean,Korean,Japanese,less than 1 year,1,Studied grammar;Studied vocabulary,,,0,other,,,0,other,2009-02-10 15:05:05,2009-02-10 15:08:23,435;436;437;438;439;495;496;497;498;499
gw4,Female,1975,Arabic,Arabic,Arabic,English,3-5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-10 15:05:56,2009-02-10 15:09:47,495;496;497;498;499
as0,Female,1984,Korean,Korean,English,Japanese,1-2 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,less than 1 year,0,Studied by myself,,,0,other,2009-02-12 14:08:25,2009-02-12 14:12:29,411;412;413;420;424;481;482;483;500;504
fm4,Male,1983,Arabic,Arabic,Arabic,English,1-2 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 14:08:25,2009-02-12 14:11:24,475;482;483;491;494;538;539;540;541;542
ea6,Female,1979,Japanese,Japanese;English,Japanese;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes,,,0,other,2009-02-12 14:08:26,2009-02-12 14:12:52,482;483
fu5,Male,1990,Chinese,Chinese,English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 14:08:28,2009-02-12 14:11:51,480;481;482;483;484
db8,Male,1981,Arabic,Arabic,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 14:08:34,2009-06-08 11:27:39,480;481;482;483;484;533;534;535;536;537;585;586;587;588;589
fn5,Male,1989,Arabic,Arabic,Arabic,English,1-2 years,1,Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2009-02-12 14:08:39,2009-02-12 14:14:00,412;413;420;421;424;482;483;500;501;504
df3,Male,1985,Korean,Korean,English;Korean,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Japanese,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2009-02-12 14:08:44,2009-06-04 12:19:46,480;481;482;483;484;538;539;540;541;542
cz9,Male,1982,Arabic,Arabic;English,Arabic;English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,less than 1 year,1,Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes,,,0,other,2009-02-12 14:08:47,2009-10-08 15:11:53,465;466;469;482;483;523;524;527;543;544;569;571;587;588;590;623;631;673
ag9,Female,1980,Korean,Korean,Korean,Japanese,3-5 years,0,I lived in a country where they spoke Japanese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud,,,0,other,2009-02-12 14:08:51,2009-11-19 12:06:38,465;466;469;482;483;523;524;527;543;544;581;584
gb1,Male,1967,Other,Barbar,Barbar,,,,,,,,,,,,,2009-02-12 14:09:25,2009-02-12 14:13:38,410;411;414;417;418;465;481;482;483;484
dk6,Female,1988,Chinese,Chinese,Chinese;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays,Japanese,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Teacher corrected my mistakes,,,0,other,2009-02-12 15:06:19,2009-02-12 15:09:57,410;414;417;418;421;477;478;479;490;505
gq8,Female,1990,Korean,Korean;English,English;Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary,,,0,other,,,0,other,2009-02-12 15:06:20,2009-02-12 15:11:45,411;420;424;450;451;476;477;478;495;499
ek6,Male,1973,Arabic,Arabic,Arabic,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 15:06:29,2009-02-12 15:10:45,410;421;450;451;452;477;478;479;490;505;537;540;541
